,RunId,iteration,Step,width,height,sheep_reproduce,wolf_reproduce,wolf_gain_from_food,grass,grass_regrowth_time,sheep_gain_from_food,initial_sheep,initial_wolves,diseaseLimiar,Wolves,Sheep,Ill sheep rate
296,296,6,600,20,20,0.04,0.05,20,True,30,4,100,150,0.25,0,44,1.9090909090909092
297,297,6,600,20,20,0.04,0.05,20,True,30,4,100,150,0.5,0,31,1.967741935483871
298,298,6,600,20,20,0.04,0.05,20,True,30,4,150,50,0.0,0,0,0.0
299,299,6,600,20,20,0.04,0.05,20,True,30,4,100,150,1.0,0,32,0.0
300,300,6,600,20,20,0.04,0.05,20,True,30,4,100,150,0.75,0,40,0.55
301,301,6,600,20,20,0.04,0.05,20,True,30,4,150,100,0.0,0,0,0.0
302,302,6,600,20,20,0.04,0.05,20,True,30,4,150,50,0.25,0,39,1.6666666666666667
303,303,6,600,20,20,0.04,0.05,20,True,30,4,150,50,0.75,0,34,0.9705882352941176
304,304,6,600,20,20,0.04,0.05,20,True,30,4,150,50,0.5,0,31,1.5483870967741935
305,305,6,600,20,20,0.04,0.05,20,True,30,4,150,50,1.0,0,26,0.0
306,306,6,600,20,20,0.04,0.05,20,True,30,4,150,100,0.25,0,24,4.291666666666667
307,307,6,600,20,20,0.04,0.05,20,True,30,4,150,150,0.0,0,0,0.0
308,308,6,600,20,20,0.04,0.05,20,True,30,4,150,100,0.75,0,38,0.5263157894736842
309,309,6,600,20,20,0.04,0.05,20,True,30,4,150,100,0.5,0,27,2.962962962962963
310,310,6,600,20,20,0.04,0.05,20,True,30,4,150,100,1.0,0,40,0.0
311,311,6,600,20,20,0.04,0.05,20,True,30,4,150,150,0.25,0,32,3.59375
312,312,6,600,20,20,0.04,0.05,20,True,30,4,150,150,0.5,0,40,1.65
313,313,7,600,20,20,0.04,0.05,20,True,30,4,50,50,0.0,0,0,0.0
314,314,6,600,20,20,0.04,0.05,20,True,30,4,150,150,0.75,0,36,0.8333333333333334
315,315,6,600,20,20,0.04,0.05,20,True,30,4,150,150,1.0,0,31,0.0
316,316,7,600,20,20,0.04,0.05,20,True,30,4,50,50,0.5,0,34,0.8235294117647058
317,317,7,600,20,20,0.04,0.05,20,True,30,4,50,50,0.25,0,31,1.4516129032258065
318,318,7,600,20,20,0.04,0.05,20,True,30,4,50,100,0.0,0,0,0.0
319,319,7,600,20,20,0.04,0.05,20,True,30,4,50,50,0.75,0,32,0.34375
320,320,7,600,20,20,0.04,0.05,20,True,30,4,50,50,1.0,0,32,0.0
321,321,7,600,20,20,0.04,0.05,20,True,30,4,50,100,0.25,0,34,1.2647058823529411
322,322,7,600,20,20,0.04,0.05,20,True,30,4,50,100,0.75,0,42,0.3333333333333333
323,323,7,600,20,20,0.04,0.05,20,True,30,4,50,150,0.0,0,0,0.0
324,324,7,600,20,20,0.04,0.05,20,True,30,4,50,100,0.5,0,24,1.0833333333333333
325,325,7,600,20,20,0.04,0.05,20,True,30,4,100,50,0.0,0,0,0.0
326,326,7,600,20,20,0.04,0.05,20,True,30,4,50,150,0.25,0,28,1.3928571428571428
327,327,7,600,20,20,0.04,0.05,20,True,30,4,50,100,1.0,0,34,0.0
328,328,7,600,20,20,0.04,0.05,20,True,30,4,50,150,0.5,0,30,0.8
329,329,7,600,20,20,0.04,0.05,20,True,30,4,50,150,0.75,0,38,0.42105263157894735
330,330,7,600,20,20,0.04,0.05,20,True,30,4,50,150,1.0,0,29,0.0
331,331,7,600,20,20,0.04,0.05,20,True,30,4,100,50,0.25,0,32,2.0625
332,332,7,600,20,20,0.04,0.05,20,True,30,4,100,100,0.0,0,0,0.0
333,333,7,600,20,20,0.04,0.05,20,True,30,4,100,50,0.5,0,25,1.64
334,334,7,600,20,20,0.04,0.05,20,True,30,4,100,50,0.75,0,32,0.5625
335,335,7,600,20,20,0.04,0.05,20,True,30,4,100,50,1.0,0,36,0.0
336,336,7,600,20,20,0.04,0.05,20,True,30,4,100,150,0.0,0,0,0.0
337,337,7,600,20,20,0.04,0.05,20,True,30,4,100,100,0.25,0,31,2.2580645161290325
338,338,7,600,20,20,0.04,0.05,20,True,30,4,100,100,0.5,0,33,1.5151515151515151
339,339,7,600,20,20,0.04,0.05,20,True,30,4,100,100,0.75,0,36,0.6388888888888888
340,340,7,600,20,20,0.04,0.05,20,True,30,4,100,100,1.0,0,28,0.0
341,341,7,600,20,20,0.04,0.05,20,True,30,4,100,150,0.25,0,35,3.0285714285714285
342,342,7,600,20,20,0.04,0.05,20,True,30,4,100,150,0.5,0,43,1.6046511627906976
343,343,7,600,20,20,0.04,0.05,20,True,30,4,100,150,0.75,0,27,0.9629629629629629
344,344,7,600,20,20,0.04,0.05,20,True,30,4,100,150,1.0,0,33,0.0
345,345,7,600,20,20,0.04,0.05,20,True,30,4,150,50,0.0,0,34,2.7941176470588234
346,346,7,600,20,20,0.04,0.05,20,True,30,4,150,50,0.25,0,23,3.739130434782609
347,347,7,600,20,20,0.04,0.05,20,True,30,4,150,100,0.0,0,0,0.0
348,348,7,600,20,20,0.04,0.05,20,True,30,4,150,50,0.75,0,30,0.6666666666666666
349,349,7,600,20,20,0.04,0.05,20,True,30,4,150,50,1.0,0,26,0.0
350,350,7,600,20,20,0.04,0.05,20,True,30,4,150,50,0.5,0,39,1.4615384615384615
351,351,7,600,20,20,0.04,0.05,20,True,30,4,150,150,0.0,0,0,0.0
352,352,7,600,20,20,0.04,0.05,20,True,30,4,150,100,0.25,0,41,2.097560975609756
353,353,7,600,20,20,0.04,0.05,20,True,30,4,150,100,0.75,0,33,1.0909090909090908
354,354,7,600,20,20,0.04,0.05,20,True,30,4,150,100,0.5,0,35,1.6857142857142857
355,355,7,600,20,20,0.04,0.05,20,True,30,4,150,100,1.0,0,41,0.0
356,356,7,600,20,20,0.04,0.05,20,True,30,4,150,150,0.25,0,32,3.75
357,357,7,600,20,20,0.04,0.05,20,True,30,4,150,150,0.5,0,27,3.037037037037037
358,358,7,600,20,20,0.04,0.05,20,True,30,4,150,150,0.75,0,33,1.2121212121212122
359,359,7,600,20,20,0.04,0.05,20,True,30,4,150,150,1.0,0,28,0.0
360,360,8,600,20,20,0.04,0.05,20,True,30,4,50,50,0.0,0,35,1.3142857142857143
361,361,8,600,20,20,0.04,0.05,20,True,30,4,50,50,0.25,0,40,0.975
362,362,8,600,20,20,0.04,0.05,20,True,30,4,50,50,0.5,0,34,0.7647058823529411
363,363,8,600,20,20,0.04,0.05,20,True,30,4,50,50,0.75,0,33,0.30303030303030304
364,364,8,600,20,20,0.04,0.05,20,True,30,4,50,100,0.0,0,38,1.4210526315789473
365,365,8,600,20,20,0.04,0.05,20,True,30,4,50,100,0.5,0,41,0.6829268292682927
366,366,8,600,20,20,0.04,0.05,20,True,30,4,50,50,1.0,0,27,0.0
367,367,8,600,20,20,0.04,0.05,20,True,30,4,50,100,0.25,0,31,1.2258064516129032
368,368,8,600,20,20,0.04,0.05,20,True,30,4,50,150,0.0,0,0,0.0
369,369,8,600,20,20,0.04,0.05,20,True,30,4,50,100,0.75,0,34,0.35294117647058826
370,370,8,600,20,20,0.04,0.05,20,True,30,4,50,100,1.0,0,39,0.0
371,371,8,600,20,20,0.04,0.05,20,True,30,4,50,150,0.25,0,28,1.4642857142857142
372,372,8,600,20,20,0.04,0.05,20,True,30,4,100,50,0.0,0,0,0.0
373,373,8,600,20,20,0.04,0.05,20,True,30,4,50,150,0.5,0,29,1.206896551724138
374,374,8,600,20,20,0.04,0.05,20,True,30,4,50,150,0.75,0,31,0.5161290322580645
375,375,8,600,20,20,0.04,0.05,20,True,30,4,50,150,1.0,0,29,0.0
376,376,8,600,20,20,0.04,0.05,20,True,30,4,100,50,0.25,0,34,2.235294117647059
377,377,8,600,20,20,0.04,0.05,20,True,30,4,100,50,0.75,0,29,0.5517241379310345
378,378,8,600,20,20,0.04,0.05,20,True,30,4,100,50,0.5,0,37,1.027027027027027
379,379,8,600,20,20,0.04,0.05,20,True,30,4,100,100,0.0,0,39,2.1025641025641026
380,380,8,600,20,20,0.04,0.05,20,True,30,4,100,50,1.0,0,32,0.0
381,381,8,600,20,20,0.04,0.05,20,True,30,4,100,100,0.5,0,26,1.7307692307692308
382,382,8,600,20,20,0.04,0.05,20,True,30,4,100,100,0.25,0,39,1.8205128205128205
383,383,8,600,20,20,0.04,0.05,20,True,30,4,100,100,0.75,0,44,0.7045454545454546
384,384,8,600,20,20,0.04,0.05,20,True,30,4,100,100,1.0,0,28,0.0
385,385,8,600,20,20,0.04,0.05,20,True,30,4,100,150,0.0,0,0,0.0
386,386,8,600,20,20,0.04,0.05,20,True,30,4,100,150,0.25,0,37,1.864864864864865
387,387,8,600,20,20,0.04,0.05,20,True,30,4,150,50,0.0,0,0,0.0
388,388,8,600,20,20,0.04,0.05,20,True,30,4,100,150,0.5,0,34,1.7058823529411764
389,389,8,600,20,20,0.04,0.05,20,True,30,4,100,150,0.75,0,47,0.3829787234042553
390,390,8,600,20,20,0.04,0.05,20,True,30,4,100,150,1.0,0,26,0.0
391,391,8,600,20,20,0.04,0.05,20,True,30,4,150,50,0.25,0,46,1.934782608695652
392,392,8,600,20,20,0.04,0.05,20,True,30,4,150,50,0.5,0,38,1.5
393,393,8,600,20,20,0.04,0.05,20,True,30,4,150,50,0.75,0,20,1.1
394,394,8,600,20,20,0.04,0.05,20,True,30,4,150,100,0.0,0,0,0.0
395,395,8,600,20,20,0.04,0.05,20,True,30,4,150,50,1.0,0,34,0.0
396,396,8,600,20,20,0.04,0.05,20,True,30,4,150,100,0.25,0,38,2.789473684210526
397,397,8,600,20,20,0.04,0.05,20,True,30,4,150,100,0.5,0,31,2.225806451612903
398,398,8,600,20,20,0.04,0.05,20,True,30,4,150,150,0.0,0,0,0.0
399,399,8,600,20,20,0.04,0.05,20,True,30,4,150,100,0.75,0,37,0.8378378378378378
400,400,8,600,20,20,0.04,0.05,20,True,30,4,150,100,1.0,0,40,0.0
401,401,8,600,20,20,0.04,0.05,20,True,30,4,150,150,0.25,0,34,3.0294117647058822
402,402,8,600,20,20,0.04,0.05,20,True,30,4,150,150,0.5,0,24,3.1666666666666665
403,403,9,600,20,20,0.04,0.05,20,True,30,4,50,50,0.0,0,37,1.4864864864864864
404,404,8,600,20,20,0.04,0.05,20,True,30,4,150,150,0.75,0,37,1.0810810810810811
405,405,9,600,20,20,0.04,0.05,20,True,30,4,50,50,0.25,0,35,1.2857142857142858
406,406,8,600,20,20,0.04,0.05,20,True,30,4,150,150,1.0,0,20,0.0
407,407,9,600,20,20,0.04,0.05,20,True,30,4,50,100,0.0,0,0,0.0
408,408,9,600,20,20,0.04,0.05,20,True,30,4,50,50,0.5,0,39,0.717948717948718
409,409,9,600,20,20,0.04,0.05,20,True,30,4,50,50,0.75,0,23,0.391304347826087
410,410,9,600,20,20,0.04,0.05,20,True,30,4,50,50,1.0,0,36,0.0
411,411,9,600,20,20,0.04,0.05,20,True,30,4,50,150,0.0,0,0,0.0
412,412,9,600,20,20,0.04,0.05,20,True,30,4,50,100,0.25,0,40,1.05
413,413,9,600,20,20,0.04,0.05,20,True,30,4,50,100,0.75,0,41,0.36585365853658536
414,414,9,600,20,20,0.04,0.05,20,True,30,4,50,100,0.5,0,33,0.7878787878787878
415,415,9,600,20,20,0.04,0.05,20,True,30,4,50,100,1.0,0,27,0.0
416,416,9,600,20,20,0.04,0.05,20,True,30,4,50,150,0.25,0,39,1.205128205128205
417,417,9,600,20,20,0.04,0.05,20,True,30,4,50,150,0.5,0,32,0.84375
418,418,9,600,20,20,0.04,0.05,20,True,30,4,50,150,0.75,0,29,0.5172413793103449
419,419,9,600,20,20,0.04,0.05,20,True,30,4,50,150,1.0,0,39,0.0
420,420,9,600,20,20,0.04,0.05,20,True,30,4,100,50,0.25,0,33,1.5454545454545454
421,421,9,600,20,20,0.04,0.05,20,True,30,4,100,50,0.5,0,31,1.3870967741935485
422,422,9,600,20,20,0.04,0.05,20,True,30,4,100,50,0.75,0,32,0.59375
423,423,9,600,20,20,0.04,0.05,20,True,30,4,100,50,0.0,0,34,2.3823529411764706
424,424,9,600,20,20,0.04,0.05,20,True,30,4,100,50,1.0,0,41,0.0
425,425,9,600,20,20,0.04,0.05,20,True,30,4,100,100,0.0,0,30,3.533333333333333
426,426,9,600,20,20,0.04,0.05,20,True,30,4,100,100,0.25,0,34,2.1470588235294117
427,427,9,600,20,20,0.04,0.05,20,True,30,4,100,150,0.0,0,0,0.0
428,428,9,600,20,20,0.04,0.05,20,True,30,4,100,100,0.5,0,28,1.5357142857142858
429,429,9,600,20,20,0.04,0.05,20,True,30,4,100,100,0.75,0,43,0.4883720930232558
430,430,9,600,20,20,0.04,0.05,20,True,30,4,100,100,1.0,0,33,0.0
431,431,9,600,20,20,0.04,0.05,20,True,30,4,100,150,0.25,0,30,2.8666666666666667
432,432,9,600,20,20,0.04,0.05,20,True,30,4,150,50,0.0,0,0,0.0
433,433,9,600,20,20,0.04,0.05,20,True,30,4,100,150,0.5,0,30,1.5333333333333334
434,434,9,600,20,20,0.04,0.05,20,True,30,4,100,150,0.75,0,46,0.7608695652173914
435,435,9,600,20,20,0.04,0.05,20,True,30,4,100,150,1.0,0,42,0.0
436,436,9,600,20,20,0.04,0.05,20,True,30,4,150,50,0.25,0,37,1.8918918918918919
437,437,9,600,20,20,0.04,0.05,20,True,30,4,150,100,0.0,0,0,0.0
438,438,9,600,20,20,0.04,0.05,20,True,30,4,150,50,0.5,0,38,1.236842105263158
439,439,9,600,20,20,0.04,0.05,20,True,30,4,150,50,0.75,0,33,0.6666666666666666
440,440,9,600,20,20,0.04,0.05,20,True,30,4,150,50,1.0,0,29,0.0
441,441,9,600,20,20,0.04,0.05,20,True,30,4,150,100,0.25,0,23,4.391304347826087
442,442,9,600,20,20,0.04,0.05,20,True,30,4,150,150,0.0,0,0,0.0
443,443,9,600,20,20,0.04,0.05,20,True,30,4,150,100,0.75,0,29,1.2413793103448276
444,444,9,600,20,20,0.04,0.05,20,True,30,4,150,100,0.5,0,35,2.085714285714286
445,445,9,600,20,20,0.04,0.05,20,True,30,4,150,100,1.0,0,29,0.0
446,446,9,600,20,20,0.04,0.05,20,True,30,4,150,150,0.25,0,37,2.972972972972973
447,447,9,600,20,20,0.04,0.05,20,True,30,4,150,150,0.5,0,25,3.08
448,448,9,600,20,20,0.04,0.05,20,True,30,4,150,150,0.75,0,38,1.105263157894737
449,449,9,600,20,20,0.04,0.05,20,True,30,4,150,150,1.0,0,33,0.0
450,450,10,600,20,20,0.04,0.05,20,True,30,4,50,50,0.0,0,27,1.7407407407407407
451,451,10,600,20,20,0.04,0.05,20,True,30,4,50,100,0.0,0,0,0.0
452,452,10,600,20,20,0.04,0.05,20,True,30,4,50,50,0.25,0,38,1.1842105263157894
453,453,10,600,20,20,0.04,0.05,20,True,30,4,50,50,0.5,0,29,0.8275862068965517
454,454,10,600,20,20,0.04,0.05,20,True,30,4,50,50,0.75,0,51,0.2549019607843137
455,455,10,600,20,20,0.04,0.05,20,True,30,4,50,50,1.0,0,21,0.0
456,456,10,600,20,20,0.04,0.05,20,True,30,4,50,150,0.0,0,0,0.0
457,457,10,600,20,20,0.04,0.05,20,True,30,4,50,100,0.25,0,31,1.3870967741935485
458,458,10,600,20,20,0.04,0.05,20,True,30,4,50,100,0.75,0,33,0.42424242424242425
459,459,10,600,20,20,0.04,0.05,20,True,30,4,50,100,0.5,0,34,0.7941176470588235
460,460,10,600,20,20,0.04,0.05,20,True,30,4,50,100,1.0,0,29,0.0
461,461,10,600,20,20,0.04,0.05,20,True,30,4,50,150,0.25,0,40,1.225
462,462,10,600,20,20,0.04,0.05,20,True,30,4,100,50,0.0,0,0,0.0
463,463,10,600,20,20,0.04,0.05,20,True,30,4,50,150,0.5,0,30,1.0333333333333334
464,464,10,600,20,20,0.04,0.05,20,True,30,4,50,150,0.75,0,25,0.8
465,465,10,600,20,20,0.04,0.05,20,True,30,4,50,150,1.0,0,33,0.0
466,466,10,600,20,20,0.04,0.05,20,True,30,4,100,50,0.25,0,35,1.9142857142857144
467,467,10,600,20,20,0.04,0.05,20,True,30,4,100,100,0.0,0,0,0.0
468,468,10,600,20,20,0.04,0.05,20,True,30,4,100,50,0.5,0,33,1.121212121212121
469,469,10,600,20,20,0.04,0.05,20,True,30,4,100,50,0.75,0,27,0.8888888888888888
470,470,10,600,20,20,0.04,0.05,20,True,30,4,100,50,1.0,0,40,0.0
471,471,10,600,20,20,0.04,0.05,20,True,30,4,100,100,0.25,0,39,2.2051282051282053
472,472,10,600,20,20,0.04,0.05,20,True,30,4,100,150,0.0,0,0,0.0
473,473,10,600,20,20,0.04,0.05,20,True,30,4,100,100,0.5,0,38,1.394736842105263
474,474,10,600,20,20,0.04,0.05,20,True,30,4,100,100,0.75,0,49,0.5714285714285714
475,475,10,600,20,20,0.04,0.05,20,True,30,4,100,100,1.0,0,33,0.0
476,476,10,600,20,20,0.04,0.05,20,True,30,4,100,150,0.25,0,30,2.6
477,477,10,600,20,20,0.04,0.05,20,True,30,4,150,50,0.0,0,0,0.0
478,478,10,600,20,20,0.04,0.05,20,True,30,4,100,150,0.75,0,23,1.5217391304347827
479,479,10,600,20,20,0.04,0.05,20,True,30,4,100,150,0.5,0,30,1.9333333333333333
480,480,10,600,20,20,0.04,0.05,20,True,30,4,150,50,0.25,0,32,2.125
481,481,10,600,20,20,0.04,0.05,20,True,30,4,100,150,1.0,0,26,0.0
482,482,10,600,20,20,0.04,0.05,20,True,30,4,150,100,0.0,0,0,0.0
483,483,10,600,20,20,0.04,0.05,20,True,30,4,150,50,0.75,0,23,1.2173913043478262
484,484,10,600,20,20,0.04,0.05,20,True,30,4,150,50,0.5,0,34,1.2941176470588236
485,485,10,600,20,20,0.04,0.05,20,True,30,4,150,50,1.0,0,25,0.0
486,486,10,600,20,20,0.04,0.05,20,True,30,4,150,100,0.5,0,26,2.6538461538461537
487,487,10,600,20,20,0.04,0.05,20,True,30,4,150,100,0.25,0,36,2.5555555555555554
488,488,10,600,20,20,0.04,0.05,20,True,30,4,150,150,0.0,0,0,0.0
489,489,10,600,20,20,0.04,0.05,20,True,30,4,150,100,0.75,0,30,0.9666666666666667
490,490,10,600,20,20,0.04,0.05,20,True,30,4,150,100,1.0,0,36,0.0
491,491,11,600,20,20,0.04,0.05,20,True,30,4,50,50,0.0,0,0,0.0
492,492,10,600,20,20,0.04,0.05,20,True,30,4,150,150,0.5,0,42,1.6666666666666667
493,493,10,600,20,20,0.04,0.05,20,True,30,4,150,150,0.25,0,33,3.1818181818181817
494,494,10,600,20,20,0.04,0.05,20,True,30,4,150,150,0.75,0,30,0.9
495,495,10,600,20,20,0.04,0.05,20,True,30,4,150,150,1.0,0,32,0.0
496,496,11,600,20,20,0.04,0.05,20,True,30,4,50,50,0.25,0,27,0.9629629629629629
497,497,11,600,20,20,0.04,0.05,20,True,30,4,50,50,0.75,0,27,0.4444444444444444
498,498,11,600,20,20,0.04,0.05,20,True,30,4,50,50,0.5,0,31,0.6451612903225806
499,499,11,600,20,20,0.04,0.05,20,True,30,4,50,100,0.0,0,0,0.0
500,500,11,600,20,20,0.04,0.05,20,True,30,4,50,50,1.0,0,42,0.0
501,501,11,600,20,20,0.04,0.05,20,True,30,4,50,100,0.25,0,40,0.975
502,502,11,600,20,20,0.04,0.05,20,True,30,4,50,100,0.5,0,27,1.1481481481481481
503,503,11,600,20,20,0.04,0.05,20,True,30,4,50,150,0.0,0,0,0.0
504,504,11,600,20,20,0.04,0.05,20,True,30,4,50,100,1.0,0,42,0.0
505,505,11,600,20,20,0.04,0.05,20,True,30,4,50,100,0.75,0,27,0.5925925925925926
506,506,11,600,20,20,0.04,0.05,20,True,30,4,50,150,0.5,0,31,1.0
507,507,11,600,20,20,0.04,0.05,20,True,30,4,50,150,0.25,0,29,1.3103448275862069
508,508,11,600,20,20,0.04,0.05,20,True,30,4,50,150,0.75,0,33,0.5757575757575758
509,509,11,600,20,20,0.04,0.05,20,True,30,4,100,50,0.0,0,28,2.25
510,510,11,600,20,20,0.04,0.05,20,True,30,4,50,150,1.0,0,39,0.0
511,511,11,600,20,20,0.04,0.05,20,True,30,4,100,50,0.25,0,36,1.4722222222222223
512,512,11,600,20,20,0.04,0.05,20,True,30,4,100,100,0.0,0,0,0.0
513,513,11,600,20,20,0.04,0.05,20,True,30,4,100,50,0.75,0,31,0.6129032258064516
514,514,11,600,20,20,0.04,0.05,20,True,30,4,100,50,0.5,0,30,1.5333333333333334
515,515,11,600,20,20,0.04,0.05,20,True,30,4,100,50,1.0,0,42,0.0
516,516,11,600,20,20,0.04,0.05,20,True,30,4,100,100,0.25,0,35,2.2
517,517,11,600,20,20,0.04,0.05,20,True,30,4,100,150,0.0,0,0,0.0
518,518,11,600,20,20,0.04,0.05,20,True,30,4,100,100,0.5,0,17,2.764705882352941
519,519,11,600,20,20,0.04,0.05,20,True,30,4,100,100,0.75,0,39,0.6666666666666666
520,520,11,600,20,20,0.04,0.05,20,True,30,4,100,100,1.0,0,35,0.0
521,521,11,600,20,20,0.04,0.05,20,True,30,4,150,50,0.0,0,0,0.0
522,522,11,600,20,20,0.04,0.05,20,True,30,4,100,150,0.25,0,33,2.3333333333333335
523,523,11,600,20,20,0.04,0.05,20,True,30,4,100,150,0.5,0,33,1.696969696969697
524,524,11,600,20,20,0.04,0.05,20,True,30,4,150,50,0.25,0,0,0.0
525,525,11,600,20,20,0.04,0.05,20,True,30,4,100,150,0.75,0,31,1.0
526,526,11,600,20,20,0.04,0.05,20,True,30,4,100,150,1.0,0,26,0.0
527,527,11,600,20,20,0.04,0.05,20,True,30,4,150,50,0.5,0,31,1.2903225806451613
528,528,11,600,20,20,0.04,0.05,20,True,30,4,150,50,0.75,0,38,0.6842105263157895
529,529,11,600,20,20,0.04,0.05,20,True,30,4,150,100,0.0,0,0,0.0
530,530,11,600,20,20,0.04,0.05,20,True,30,4,150,50,1.0,0,35,0.0
531,531,11,600,20,20,0.04,0.05,20,True,30,4,150,100,0.25,0,46,2.3260869565217392
532,532,11,600,20,20,0.04,0.05,20,True,30,4,150,100,0.5,0,29,2.5172413793103448
533,533,11,600,20,20,0.04,0.05,20,True,30,4,150,150,0.0,0,0,0.0
534,534,11,600,20,20,0.04,0.05,20,True,30,4,150,100,0.75,0,25,0.96
535,535,11,600,20,20,0.04,0.05,20,True,30,4,150,100,1.0,0,33,0.0
536,536,11,600,20,20,0.04,0.05,20,True,30,4,150,150,0.25,0,24,4.833333333333333
537,537,11,600,20,20,0.04,0.05,20,True,30,4,150,150,0.5,0,25,3.4
538,538,11,600,20,20,0.04,0.05,20,True,30,4,150,150,0.75,0,33,0.9393939393939394
539,539,12,600,20,20,0.04,0.05,20,True,30,4,50,50,0.0,0,43,0.7674418604651163
540,540,11,600,20,20,0.04,0.05,20,True,30,4,150,150,1.0,0,31,0.0
541,541,12,600,20,20,0.04,0.05,20,True,30,4,50,50,0.5,0,30,0.8333333333333334
542,542,12,600,20,20,0.04,0.05,20,True,30,4,50,50,0.25,0,44,1.0227272727272727
543,543,12,600,20,20,0.04,0.05,20,True,30,4,50,50,0.75,0,28,0.35714285714285715
544,544,12,600,20,20,0.04,0.05,20,True,30,4,50,100,0.0,0,0,0.0
545,545,12,600,20,20,0.04,0.05,20,True,30,4,50,50,1.0,0,23,0.0
546,546,12,600,20,20,0.04,0.05,20,True,30,4,50,150,0.0,0,0,0.0
547,547,12,600,20,20,0.04,0.05,20,True,30,4,50,100,0.25,0,32,2.03125
548,548,12,600,20,20,0.04,0.05,20,True,30,4,50,100,0.5,0,45,0.7555555555555555
549,549,12,600,20,20,0.04,0.05,20,True,30,4,50,100,1.0,0,38,0.0
550,550,12,600,20,20,0.04,0.05,20,True,30,4,50,100,0.75,0,29,0.4482758620689655
551,551,12,600,20,20,0.04,0.05,20,True,30,4,50,150,0.25,0,29,1.6896551724137931
552,552,12,600,20,20,0.04,0.05,20,True,30,4,100,50,0.0,0,0,0.0
553,553,12,600,20,20,0.04,0.05,20,True,30,4,50,150,0.5,0,32,0.9375
554,554,12,600,20,20,0.04,0.05,20,True,30,4,50,150,1.0,0,45,0.0
555,555,12,600,20,20,0.04,0.05,20,True,30,4,100,50,0.25,0,30,1.7666666666666666
556,556,12,600,20,20,0.04,0.05,20,True,30,4,100,100,0.0,0,0,0.0
557,557,12,600,20,20,0.04,0.05,20,True,30,4,50,150,0.75,0,33,0.6060606060606061
558,558,12,600,20,20,0.04,0.05,20,True,30,4,100,50,0.75,0,33,0.5454545454545454
559,559,12,600,20,20,0.04,0.05,20,True,30,4,100,50,0.5,0,48,0.7291666666666666
560,560,12,600,20,20,0.04,0.05,20,True,30,4,100,50,1.0,0,40,0.0
561,561,12,600,20,20,0.04,0.05,20,True,30,4,100,100,0.25,0,30,2.7333333333333334
562,562,12,600,20,20,0.04,0.05,20,True,30,4,100,150,0.0,0,0,0.0
563,563,12,600,20,20,0.04,0.05,20,True,30,4,100,100,0.5,0,26,1.8461538461538463
564,564,12,600,20,20,0.04,0.05,20,True,30,4,100,100,0.75,0,37,0.5675675675675675
565,565,12,600,20,20,0.04,0.05,20,True,30,4,100,100,1.0,0,37,0.0
566,566,12,600,20,20,0.04,0.05,20,True,30,4,100,150,0.25,0,37,2.189189189189189
567,567,12,600,20,20,0.04,0.05,20,True,30,4,150,50,0.0,0,0,0.0
568,568,12,600,20,20,0.04,0.05,20,True,30,4,100,150,0.5,0,23,2.347826086956522
569,569,12,600,20,20,0.04,0.05,20,True,30,4,100,150,0.75,0,33,0.696969696969697
570,570,12,600,20,20,0.04,0.05,20,True,30,4,100,150,1.0,0,46,0.0
571,571,12,600,20,20,0.04,0.05,20,True,30,4,150,50,0.25,0,42,1.8571428571428572
572,572,12,600,20,20,0.04,0.05,20,True,30,4,150,100,0.0,0,0,0.0
573,573,12,600,20,20,0.04,0.05,20,True,30,4,150,50,0.5,0,27,2.074074074074074
574,574,12,600,20,20,0.04,0.05,20,True,30,4,150,50,0.75,0,34,0.7352941176470589
575,575,12,600,20,20,0.04,0.05,20,True,30,4,150,50,1.0,0,31,0.0
576,576,12,600,20,20,0.04,0.05,20,True,30,4,150,100,0.25,0,22,4.090909090909091
577,577,12,600,20,20,0.04,0.05,20,True,30,4,150,150,0.0,0,0,0.0
578,578,12,600,20,20,0.04,0.05,20,True,30,4,150,100,0.5,0,40,1.7
579,579,12,600,20,20,0.04,0.05,20,True,30,4,150,100,0.75,0,41,0.7317073170731707
580,580,12,600,20,20,0.04,0.05,20,True,30,4,150,100,1.0,0,31,0.0
581,581,12,600,20,20,0.04,0.05,20,True,30,4,150,150,0.25,0,30,4.0
582,582,12,600,20,20,0.04,0.05,20,True,30,4,150,150,0.5,0,41,1.975609756097561
583,583,12,600,20,20,0.04,0.05,20,True,30,4,150,150,0.75,0,29,1.4137931034482758
584,584,12,600,20,20,0.04,0.05,20,True,30,4,150,150,1.0,0,36,0.0
585,585,13,600,20,20,0.04,0.05,20,True,30,4,50,50,0.0,0,26,2.1153846153846154
586,586,13,600,20,20,0.04,0.05,20,True,30,4,50,50,0.5,0,40,0.45
587,587,13,600,20,20,0.04,0.05,20,True,30,4,50,50,0.25,0,48,0.8541666666666666
588,588,13,600,20,20,0.04,0.05,20,True,30,4,50,100,0.0,0,0,0.0
589,589,13,600,20,20,0.04,0.05,20,True,30,4,50,50,0.75,0,30,0.4
590,590,13,600,20,20,0.04,0.05,20,True,30,4,50,50,1.0,0,44,0.0
591,591,13,600,20,20,0.04,0.05,20,True,30,4,50,150,0.0,0,0,0.0
592,592,13,600,20,20,0.04,0.05,20,True,30,4,50,100,0.25,0,37,1.162162162162162
593,593,13,600,20,20,0.04,0.05,20,True,30,4,50,100,0.75,0,36,0.3611111111111111
